"geneSym","meta2d_pvalue","meta2d_BH.Q","meta2d_period","meta2d_phase","meta2d_Base","meta2d_AMP","meta2d_rAMP","GSM1321185","GSM1321186","GSM1321187","GSM1321188","GSM1321189","GSM1321190","GSM1321191","GSM1321192","GSM1321193","GSM1321194","GSM1321195","GSM1321196"
"Cdk20",5.09493260580918e-05,0.00088024987236225,24,22.0347745639258,195.933333333333,20.3718747979243,0.103973501860791,205.6,213,198.7,187.2,175,159.7,171.9,188.7,188.2,196.7,203.1,205.2
"Pim3",5.18084007629094e-05,0.000893789178809319,24,10.3942994001439,609.645833333333,113.258003598966,0.185776720525933,492.1,579.6,509.4,743,655.8,651.6,699.1,675.7,511.6,495,537,521.5
"2010111I01Rik||Mir23b",5.18931159714242e-05,0.000894137631318806,24,10.3927412034271,218.575,23.9085104746583,0.109383554727934,192.2,224.7,197.7,238.1,223.4,237.8,233.4,235.7,212.3,200.9,201.9,188.8
"NaN_3519",5.24560480271719e-05,0.000902611502677796,24,18.3788861983664,1008.83333333333,205.603078907788,0.203802820658636,1092.8,936.6,937.2,851.8,957.2,541.4,892.1,1111.8,1333.9,1246.7,1177.1,1105.4
"Zfand4",5.28144387551555e-05,0.000907622128747369,24,20.172194576952,642.654166666667,146.385451204601,0.227782622127663,551.2,681.3,639.1,533.5,555,493.3,666.1,511.5,769,875.7,905.9,698.7
"NaN_386",5.35353637810543e-05,0.000917793343586869,24,23.261365041491,110.595833333333,36.4723022587481,0.329780075428533,162.7,124.1,163.2,77.4,83.1,37.6,63.3,51.8,116.1,103.8,150,103.9
"Erc2",5.37931004501724e-05,0.000919993977684622,24,22.6590490761819,150.033333333333,29.0278152040757,0.193475773410858,171.5,149.3,162.1,137.2,130.1,123.3,131.1,98.6,128.2,175.8,192.2,147.9
"Wdr89",5.48319827413657e-05,0.000935960623308689,24,21.3333763710132,122.675,15.6745897131488,0.127773301105757,150,136.6,118.1,102.3,111.5,110.6,97.4,123.5,130,137.8,130.9,126.4
"Arl2bp",5.50190954113905e-05,0.000938703913842323,24,2.9832665355364,294.4125,38.2905627009953,0.130057530509049,303.1,315.7,364.1,311.8,290.4,273.4,318,264.5,268.1,265,281.1,335
"Mavs",5.52332777958853e-05,0.000941906199189687,24,16.615288017745,2412.44583333333,252.469769159073,0.10465303123935,2447.5,2038.9,2118.7,2344.2,2331.9,2228.9,2284.2,2731.5,2562.1,2677,2582.6,2413.3
"Jade1",5.54825452988572e-05,0.000945250302178326,24,7.36954310147145,462.045833333333,122.968474676209,0.266139126911021,414.2,380.9,568.3,545.5,648.1,482.9,498.9,393.4,375.8,392.4,393.1,380
"Ppil1",5.56512261631337e-05,0.0009463103765932,24,19.5670583483978,168.125,42.1518254993423,0.250717177691255,179.4,160.1,185.9,139.9,142.9,96.3,139,173.3,238.4,212.7,258.7,173.2
"Mvd",5.59905019185125e-05,0.000950715513951591,24,21.7750683880952,425.320833333333,113.020110862353,0.265729073218891,419.9,473.1,438.5,337.3,381.1,280,364.5,435.4,412.9,540.3,493.5,572.2
"Eci2",5.62665138419405e-05,0.000954490537292002,24,10.5488194671084,1798.14166666667,262.987498571035,0.146255160784162,1563.8,1587.9,1574.2,1771.8,2101.8,1882.2,1987.7,1669.6,1946,1486.8,1606.3,1549.3
"Gm15446||Zfp932",5.64477143624176e-05,0.000956195775069137,24,20.7077035634182,377.15,49.4955188056468,0.131235632521932,427.2,361.3,396,282.3,374.2,320.3,368.4,375.3,428,471,420.4,429.6
"Slc35g1",5.65282808262513e-05,0.000957104549075329,24,11.20803067543,1398.27916666667,165.717510957627,0.118515325771947,1256.6,1237.7,1176,1688.8,1485.8,1521.4,1391.8,1519.3,1503.8,1350.8,1332.7,1224
"Cs",5.65808172693361e-05,0.000957538095587108,24,23.1027596076903,2121.225,218.610897085979,0.103058797197836,2363.5,2315.8,2493,1949.6,2041,1735.1,1971,1981.2,2184,2105,2298.8,2219.9
"Fat1",5.66360363271068e-05,0.000958016606872792,24,21.8319530639569,506.120833333334,59.016561395767,0.116605674986903,581,522.7,563.5,490,452.3,362.1,528.6,503.3,543.1,515,569.6,535.6
"Kras",5.70697413424526e-05,0.000964893829373392,24,21.9494238403617,884.345833333334,157.214984210838,0.177775456484318,1129.9,820.2,971.3,685.2,802.5,610.5,776.5,757.8,1015.7,1042.9,977.9,991.1
"Zdhhc13",5.74965108528502e-05,0.000971647309830771,24,21.4213999499483,414.429166666667,67.8974012941198,0.163833549265443,500.9,384.7,408.5,328.2,315.5,386.2,390.9,361.6,424.2,464.8,438.4,466.9
"Abcb10",5.76649470714896e-05,0.000973373367781396,24,18.4194209574383,492.733333333333,62.4344309608641,0.126710386201185,486.1,459.9,470,452,470,398.2,522,473,603.6,561.6,560.2,552.3
"Fam69a",5.77385814497511e-05,0.000973886623352633,24,4.96522165993515,869.641666666667,132.874375065049,0.152792098352826,860.8,782.6,1108.4,957.7,956.7,817.2,831.8,777.5,796.4,780.1,774.3,839.1
"Mmp19",5.81027496290298e-05,0.000978636364665933,24,20.1474892624484,1257.67083333333,204.626655042028,0.162702870750119,1262.5,1244.6,1252.4,1212.8,1076.9,933,1279.4,1275.9,1554.2,1370.6,1612.8,1496.1
"Baiap2",5.83122375678036e-05,0.000981594433666231,24,20.4207907658354,604.995833333334,150.891828491165,0.249409698674782,628.7,626.9,548.8,498.1,417.3,344.2,607.5,637,668.1,700.6,747.6,858
"Narf",5.840948580349e-05,0.000982406659048672,24,10.0768411906044,927.633333333333,192.833151353861,0.207876479234462,704.7,732.1,888.9,1039,1270.3,962.8,1178.8,875.1,868.7,907.6,802.6,856.4
"Tle3",5.86434846194805e-05,0.000985875999588771,24,0.328178959090999,465.708333333333,65.3532399484868,0.140330836428709,538.6,429.3,485.6,450,485.9,378,435.2,361.3,432.1,498.8,547.9,545.9
"LOC102639120",5.96501565858221e-05,0.00100232559903851,24,23.2176112255826,168.770833333333,29.7968181887469,0.176551940878886,178.9,208.7,158.1,168.9,129.4,176.3,127.7,146.3,152.2,190.2,184.7,193.2
"5031439G07Rik",6.01133645875551e-05,0.0010091552366738,24,8.30888999523985,926.583333333333,103.842201735341,0.112070008168368,843.7,914,945.5,944.6,1060.1,984.6,984.5,805.1,917.8,801.9,845.8,898.1
"NaN_4317",6.0507260869147e-05,0.00101480951295443,24,22.5857501280212,223.491666666667,49.997807142597,0.223712176334376,285.5,255.7,293.8,175.8,178.9,130,191.6,199.7,199.2,276.4,259,248.4
"Sipa1l2",6.11517472889345e-05,0.00102368715941872,24,9.59059032331565,129.4375,19.7926383500569,0.152912705746456,132.9,115.5,120.3,151.4,174.7,126.3,148.5,126.3,128.3,113.6,118.9,110.6
"Pik3c2g",6.12724217237126e-05,0.0010247423456295,24,21.4397119837838,324.8875,60.332501573293,0.185702748099859,359.1,368,418,276.9,263.8,265.6,284.5,251.3,365.3,372,408.4,359.1
"Chmp2a",6.17035239520725e-05,0.0010304981200751,24,11.2453218923401,1964.375,297.16106995634,0.151275123108541,1767.4,1703.5,1884.7,1906.9,2230.6,2266.4,2526.1,2351,1987.8,1717.1,1893.4,1784.7
"Gatm",6.25803245248857e-05,0.00104416049685914,24,23.1469474013534,946.8875,162.561753128701,0.171680113137729,1314.6,948.4,1040.1,975.4,932.6,626.3,850.3,711,938.1,965.5,1194.6,1052.2
"NaN_5789",6.30391791864859e-05,0.00105083031183999,24,21.9728507207694,398.270833333333,89.7608703919747,0.225376459633561,446.9,431.4,462.5,281.6,377.7,240.2,328.4,313.9,483.8,535.8,469,421.6
"Nup205",6.31102169089681e-05,0.00105152149597717,24,21.7125781197977,383.466666666667,42.684936444177,0.111313290449001,437,371,394.4,361.2,365.1,303.3,401.3,342.3,438.2,411.7,431.7,443.2
"Nhsl1",6.32561996793957e-05,0.00105346015728365,24,21.9815396404259,133.4125,13.9969161515077,0.104914578105558,156.3,148.8,138.5,120.1,119.4,114.9,127,126.2,149.2,125.5,151.4,147.6
"Agl",6.3316258265389e-05,0.00105396670359746,24,11.0496364974776,1013.68333333333,143.279423360193,0.141345347850439,944.9,860.6,969.9,940.6,1155.8,1100.5,1285.4,1025.5,1008.9,874.4,884.2,877.9
"LOC102635561",6.45528416155505e-05,0.0010700423480105,24,21.2563672078882,150.908333333333,21.3809510906443,0.141681712456641,150.1,153.8,162.9,133.9,139.3,125.2,140.4,127.2,168.5,180.5,169.9,150.1
"Irf9",6.52754597887384e-05,0.00108101269131271,24,1.7249196735647,537.266666666667,66.4984645330903,0.123771803945447,540.2,596.3,674.2,603.7,519.3,464.6,488.3,434.1,468.7,477.3,567.7,578.3
"Lpin2",6.53337328111459e-05,0.00108147402413087,24,11.2048152534938,2743.5,593.479124468819,0.216321897017976,1496.4,2281.2,2332.5,3144.2,3184.4,3481,3628.6,2412.6,2866.7,2534.9,2981.4,2031.6
"Zbtb22",6.58505315110913e-05,0.00108901465042249,24,3.01738264369315,161.4375,19.7050844972797,0.122060144001732,191.5,182.8,205.3,167.4,154.4,140.3,147.1,116.3,153.9,139.3,160.3,153.5
"Pnpla7",6.66352311330387e-05,0.00110147944126747,24,10.0099645101736,623.208333333333,64.5404430872218,0.103561585484611,563.1,591.3,663.8,643.9,703.6,597.6,768.4,633.4,626.3,591.2,608.7,567.5
"Tpst2",6.68631522392493e-05,0.00110473338337302,24,21.6585485643927,639.770833333333,91.0725318999159,0.142351803419062,762.2,717,729.5,585.6,515,476.7,624.9,599.3,698.5,668.3,703.1,680.7
"Acot2",6.69118549245784e-05,0.00110502457672936,24,0.89667282741375,349.720833333333,75.7778470749271,0.216680963363427,403.8,522.1,440.2,314.8,297.2,264.7,248.5,254.4,302.6,316.7,301.8,407.8
"Tm4sf4",6.71087782254665e-05,0.00110724812927364,24,3.02943152465375,1640.54166666667,232.224137500967,0.141553330963432,1763.5,1717,1824.6,1697.4,1685.3,1189.9,1399.2,1262.7,1738.5,1613.2,1667.2,1778.4
"Prelp",6.77453163390185e-05,0.00111567969789261,24,22.5941544678908,994.166666666667,165.470386717197,0.166441294267088,1158.4,801.2,1065.9,805.8,922.5,844.9,910.6,929.1,952.8,1056.7,1209.8,1193.4
"Wdr81",6.84894729899854e-05,0.0011268911159796,24,1.0297258402284,616.204166666667,94.2200797331253,0.152903996483512,652.6,734.3,801,634.3,587.5,431.2,626.1,428.7,552.2,625.7,645.3,645.3
"Dennd2d",6.86285835734823e-05,0.00112865768618813,24,23.0332809784859,307.766666666667,56.2807599745497,0.182868276750405,371.9,344.2,354.2,263.9,263.3,217.6,281,254.3,330.5,343.1,378.5,327.7
"Exoc3",6.93875556064816e-05,0.00114008499405918,24,21.9057087321922,539.283333333333,66.6056802341755,0.12350776691444,649.3,554.1,587.6,519.5,476.1,390.2,517.8,521.6,593.2,574.9,577.3,589.9
"Adcy6",6.96066030297926e-05,0.00114315583248374,24,9.3631579700041,339.7625,64.9397898076152,0.191132893734933,290.7,304.5,334.9,357.5,434.6,371.7,404.2,294.2,344.6,311.1,294.7,287.6
"Tbc1d24",6.96671772569823e-05,0.00114362241668941,24,11.24919582904,398.4625,57.9466095726529,0.145425503209594,384.5,293.8,393.5,405.4,449.4,423.7,484.1,436.8,439.4,330.8,401.8,365
"Tspan9",6.98541585932855e-05,0.00114616265018129,24,22.5781266178543,582.454166666667,72.047770273315,0.123696892213233,656.8,607.1,717.9,636.4,530.8,471.7,525.4,493.3,588.8,570,704.4,678.6
"Nat6",7.00571386361704e-05,0.00114843320486292,24,22.0278358768998,806.4375,123.287395405047,0.152879045685558,850.3,705,779.9,764.8,730.4,601.5,692.5,735.8,921.8,926.3,884.4,890.5
"Lyst",7.04477610156129e-05,0.00115324152425006,24,16.0237891226278,849.283333333334,150.855928803795,0.1776273275159,951.8,591.3,706.2,670.5,849.7,702,1045.5,1004.6,1118.8,961.6,994.2,781.3
"Snord15b",7.06008463939867e-05,0.00115468431204443,24,10.9865877085135,521.545833333333,76.7567626650076,0.147171653494834,473.6,495.6,472.8,535,564,567.1,684,530.2,564.5,415.9,445,449.4
"Dak",7.1604064423636e-05,0.0011680466858756,24,15.3715647020314,3421.325,501.954077527213,0.146713357406038,3314.3,2604.5,2994.7,3202.5,3634.4,3285.5,4051.1,4170.4,4088.6,3978.7,4037.1,3259.4
"NaN_4371",7.16478181430613e-05,0.0011680466858756,24,5.433993000931,788.7875,133.72402281053,0.169531113019071,800.3,823,900.9,915.8,1005.1,677,883.6,664.9,708.8,664.9,691.2,791.4
"Jph1",7.17894328591262e-05,0.00116981900767144,24,11.2240444242027,118.966666666667,12.6840312505376,0.10661836299135,105,106.3,107.2,130,116.3,144.9,132.1,123.3,117.7,121.4,105,119.7
"Sorbs1",7.19768992309966e-05,0.00117232542665205,24,7.51694577266545,577.091666666667,92.7504330078273,0.160720451126183,556.6,547.8,633.4,626.7,756.6,565.4,660.4,481.5,541.9,530.5,534.9,524.9
"Copg2",7.2438184854362e-05,0.00117876984012892,24,2.32440205662335,978.625,104.645024970821,0.106930667999306,1030,1047.4,1235.6,1033.6,1008.2,781,989.9,885.4,962.7,943.3,1004.6,985.3
"Plgrkt",7.24755695206136e-05,0.00117883867789338,24,22.9951425063478,119.375,17.6894767889537,0.148184098755633,157.4,128.5,150.3,111.2,126,86.2,113.2,103.2,123.9,116.7,145.8,134
"Adh6-ps1",7.32284726645549e-05,0.00119054027163279,24,22.494623141169,1589.48333333333,360.455706642304,0.226775392407787,2252,1298.8,1550.5,1619.4,1432,1108.7,1264.7,1320,1795.1,1824.4,1851.8,1946.1
"Dcun1d3",7.41875954367588e-05,0.00120366232338888,24,13.4873873438884,632.3,87.0759677067357,0.137713059792402,624.7,527.3,500.6,606.2,645.9,756.9,741.1,760.4,659.2,644.2,600.8,575.9
"Tma7",7.42842116292497e-05,0.00120440010428162,24,22.2719214285005,2796.925,283.84976341941,0.101486369287489,2889.9,2735.3,2756,2454.1,2672.7,2390.5,2410.6,2676.6,2797.4,2926.3,3052.1,3137.9
"NaN_4358",7.49049984321015e-05,0.00121232211703401,24,22.5154180741664,1435.49583333333,233.003901449831,0.1623159719724,1586.2,1452.7,1515.5,1329.1,1246.1,1251.2,1104.1,1381.4,1527.8,1778.2,1573.1,1708.5
"Gpr125",7.49886862649873e-05,0.00121250465158613,24,17.0088728939606,1114.9625,155.287086601015,0.139275613844425,1301,1064.3,937.2,973.7,1014.7,886.2,1081.2,1189.1,1374.2,1379.1,1208.2,1059
"Fam222a",7.51572397365008e-05,0.00121447459741736,24,21.7960353332674,156.420833333333,22.985043480671,0.146943619918517,157.5,177.7,137.8,147.1,147.9,126.8,139.1,147.8,126.6,180.9,185.2,187
"Gpr146",7.5178833077838e-05,0.00121447459741736,24,8.3089575163037,1348.6,253.150656875285,0.187713671122115,1004.2,1165.5,1607.1,1598.4,1799.1,1456.7,1460,1203.1,1125.9,1201.4,1137.9,1219.6
"Zmat5",7.53696439287355e-05,0.00121700411422803,24,23.3296752323548,150.220833333333,19.1601296475842,0.127546420975237,157.8,164.8,167.2,148.2,148.7,108.7,138.8,122,147.7,156,172.2,159.6
"Fbxl20",7.60237464030311e-05,0.00122700877308496,24,5.25479462244645,900.841666666667,225.951776626772,0.250822963665578,704.7,963,1294.9,1107.5,1092.3,865.4,986.1,510.2,747.8,731.7,865.2,834.1
"Hn1l",7.61168456425709e-05,0.00122795397625556,24,21.8088491837602,1435.94583333333,170.900244554011,0.119015801701441,1756,1397.1,1498.5,1420.1,1359.7,1129.2,1303.9,1376.8,1485.2,1578.2,1645.9,1511.3
"Gfm2",7.63160176608935e-05,0.00123060876369648,24,22.9326602660917,726.0625,79.6220744247376,0.109662838150624,796.2,758.1,758.9,735,728,499.3,729.7,689.6,757.8,831.4,847.7,790.9
"Arap1",7.67186801622355e-05,0.0012365409754526,24,23.5123846712175,487.070833333333,51.0257609963536,0.104760452698742,520.1,560.4,586,510.3,496.7,372.8,490.5,419.1,518.7,474.5,542.1,520.2
"Tysnd1",7.75877345824405e-05,0.00124940311580453,24,16.9131808001977,625.9125,85.9662373121933,0.13734545533472,695.3,610.8,522.2,553.6,543.6,550.9,621.7,672.6,766.9,666.6,637.9,663.1
"Tnk2",7.77351026365336e-05,0.00125009048359708,24,21.832387642732,247.729166666667,26.5446544494371,0.107151914353123,249.4,271.2,252,268.8,233,172.9,246.5,253.4,244.1,248.4,279.1,271.8
"Atxn1",7.79080953819955e-05,0.00125230571401548,24,21.6668872041102,1017.99583333333,267.13484581605,0.262412513950417,884.8,1183.6,986.5,786.4,780.2,573.7,757.7,1191.1,1036.6,1704.6,1288.2,1155.4
"Sdhaf1",7.80631583194857e-05,0.0012542312052452,24,16.6621715650807,359.891666666667,49.0766606802471,0.136365093237077,389.2,302.5,300.1,286.3,360.4,288.2,384.9,398.5,443.6,408.7,345.4,361.6
"Gm10681||Hsd3b4||Hsd3b5",7.88039800514451e-05,0.00126384948791573,24,5.3705893884388,200.533333333333,22.4889131946759,0.112145511276642,214.8,215.1,221.8,213.7,217.4,222,186.3,209,164.9,180.4,177.5,206.3
"NaN_8023",7.98735434190956e-05,0.00127927194135557,24,22.5977643958536,161.225,16.725767363023,0.103741773068836,177.2,168.6,169.5,143.5,147.5,140.6,128.1,152,166.5,170.2,169.9,170
"Plekha8",7.99149083478001e-05,0.00127927516285325,24,15.0220601786885,607.8125,103.711097035903,0.170630082526936,598.5,406.6,440,528.4,655.7,503.4,632.8,779,780.2,703.3,631.1,593.1
"NaN_5906",8.01271001554804e-05,0.00128160106753408,24,22.0125816725517,189.654166666667,61.6399869273122,0.325012563713666,340.1,218.7,260.6,170.5,139.7,82,117.1,112.7,202.4,235.7,252.2,160.2
"1500012F01Rik",8.0288442509624e-05,0.00128302735365042,24,6.6994647342542,588.591666666667,85.553377752338,0.145352682678718,581.3,600.8,650,641.9,700.4,516.7,615.2,528.2,501.8,544.4,558.7,476.6
"D2Wsu81e",8.05055086848805e-05,0.00128534075743135,24,17.6877274423751,378.366666666667,40.7578000915059,0.107720377301135,362,360.5,350.4,368.8,360.4,292.6,369.2,425.7,413.9,399.1,380.4,395.5
"Cacybp",8.11668269626864e-05,0.00129415591905169,24,17.8886133771729,2247.92083333333,332.117833297239,0.147744452728238,2311.5,1916.8,1820.5,1844.2,2085.4,1939.1,2028.8,2343.7,2631.5,2870.9,2415.1,2221.8
"Paqr3",8.12050868066461e-05,0.00129418559681627,24,20.2702050749932,524.829166666667,77.6362764560637,0.147926756718101,539.1,537.7,509.8,478.5,437,408.7,475.6,572,693.2,607.3,590.1,538.9
"Epm2aip1",8.15917534899846e-05,0.00129918333501563,24,20.10599064008,490.795833333333,85.8917814136334,0.175005115325212,611.1,432.7,437.7,406.9,475.9,366.7,412.1,477.3,577.1,620.1,503.7,535.2
"NaN_2236",8.21724293589288e-05,0.00130784373244676,24,21.738159432491,868.695833333333,167.238150038812,0.192516348785847,1203.6,926.9,904.3,802.4,838.1,501.4,770.6,770.9,1065.3,1131.7,1007.6,901
"Rabl3",8.29634567925952e-05,0.00131866279379415,24,22.4650112228577,817.454166666667,95.6597276876044,0.117021518255483,854.5,862.8,889.9,746.1,776.8,664.2,757.9,787.2,894.8,912.9,896.1,914.2
"Tmem42",8.3302267002372e-05,0.00132286529948028,24,13.4049408111058,321.733333333333,37.2392881701724,0.11574581901214,289.3,301.5,292.1,295.1,333.2,310.1,393.2,346,347.2,325.1,333.4,262.2
"Mkrn1",8.33471982570888e-05,0.00132298793804868,24,0.289988633453102,226.4875,28.8729713127121,0.127481522435949,228,268.8,284.7,230.2,250.2,184.2,255.6,182.9,220.7,224.2,227.7,256.5
"Clec2h",8.55587331448637e-05,0.00135085537997281,24,6.83847474012695,548.483333333333,357.844362270211,0.652425225203217,370.5,426.1,1369.2,778.6,930.1,581.7,692.1,265.3,396.1,252.3,420.6,248.9
"NaN_505",8.58080582559761e-05,0.00135400766636533,24,10.1022907604749,109.9375,22.4377226702316,0.204095260218139,100.8,81.4,115.2,92.7,132.1,164.6,142.2,128.2,115.3,98,79.4,97.6
"Zc3h4",8.58345505677649e-05,0.00135400766636533,24,22.109340785644,387.579166666667,39.5303340898818,0.101992928128357,384,394.1,426.2,369.3,383.4,303.5,370.4,329.2,402.2,403.5,435.7,439.3
"2310035C23Rik",8.66511978474538e-05,0.0013638645376999,24,0.317582582912249,507.979166666667,69.885218434822,0.137574969645715,592.4,538.2,659.5,494.2,512.3,389.9,487.3,380.8,505.6,542.4,547.4,547.4
"Sbno2",8.7134994420035e-05,0.0013708725051322,24,22.5116069172445,324.425,45.9811630556808,0.141731257010652,303.4,364.7,333.9,292.2,309.8,255.5,321.8,277.3,311.9,325.4,373.3,398.1
"Uggt1",8.76153683563308e-05,0.00137652695172373,24,17.5348066421553,1787.48333333333,203.913640636218,0.114078624865249,1862.7,1588.2,1635.9,1710.4,1726.3,1333.8,1861.4,1865.7,1993.5,2122.4,2038.4,1758.4
"Crat",8.77878098380913e-05,0.00137809420159081,24,21.0456914070484,1213.55833333333,309.196784702504,0.254785267596672,1262,1232.8,880.3,860,864.4,1025.8,896.4,944.7,1243.6,1380,1554.8,1516.7
"Snx8",8.87718444900765e-05,0.00139085224271372,24,16.5532794314313,320.670833333333,33.7405285539796,0.105218576330286,316.5,294.4,301.1,322.3,327.3,242.8,348.6,342.4,352.7,361.4,341.3,333.1
"Ifitm1",8.87961129193426e-05,0.00139085224271372,24,20.5683501196108,393.2625,54.1100350414778,0.137592664038595,400.9,335.2,340.2,355.5,343,336.4,391.8,416,404.9,440.9,447.9,447.6
"NaN_11484",8.89367867508151e-05,0.00139244226759664,24,19.6539636815778,972.620833333334,231.128644708174,0.237634889966378,1375.4,869.1,755,817.6,831.5,759.6,836.2,1067.7,1049.7,1113.2,1107.2,1111.5
"NaN_8804",8.90226469092426e-05,0.00139275347036853,24,21.936195332036,554.266666666667,123.912783814767,0.223561673950146,625.1,574,517,461.6,484.8,347.7,425.3,545.3,685,650.6,680.1,664.3
"Atg2a",8.92744609072293e-05,0.00139583214163827,24,5.342952524275,515.404166666667,53.0932641140482,0.103012873290149,532.5,537.2,569.2,555.5,556.6,479.7,579.4,431.9,484.5,468.8,481,488
"Tox",8.94067623550265e-05,0.0013967253261403,24,9.0879168259601,241.1,40.4262504386616,0.167674203395527,185,238.3,250.3,230.9,289.7,299.7,266.8,243.1,209.7,186.1,208.9,229.6
"Adam23",8.95081074959725e-05,0.00139769445328362,24,21.3855451153877,463.658333333333,80.8558253983435,0.174386654105955,512.3,392.9,431.3,402.9,367.4,320,483.5,412,518.2,498.8,575.1,559.3
"Alms1",9.04847334542991e-05,0.00141232448757729,24,21.577142918233,115.7375,13.1670775278055,0.113766735308829,127.2,113.6,128.8,110.8,103.8,98.9,103.9,122.4,129,126.4,125.7,125.1
"Aasdhppt",9.12619656532332e-05,0.00142195900559437,24,22.0301772507111,1020.77916666667,127.604932386724,0.125007383137937,1232.5,1092.1,1048.9,933,958.7,784.4,992,864.4,1081.9,1086.1,1086.5,1199.1
"Ckap5",9.17970365003073e-05,0.00142904353318955,24,21.9472297677805,293.554166666667,51.6249989725067,0.175861918632302,344.1,297.1,343.7,257.7,275.8,180.6,283.7,246.4,332.9,355.4,367.4,319.2
"Snx12",9.23760530929796e-05,0.00143725036457744,24,21.9541574516063,230.579166666667,36.074033698369,0.15644966637649,262.5,235.8,261.3,204.6,221.8,142.6,205,211.9,268.3,242.9,269.6,247.2
"Thoc5",9.24050605642934e-05,0.00143725036457744,24,19.62562516172,793.558333333333,102.628864911237,0.129327436434503,865.3,785.7,794.4,646.4,747,587.5,820.8,810,899,807.7,886.8,872.5
"Exoc4",9.3242601470922e-05,0.00144900958824305,24,3.37456835204485,374.45,42.2391630961716,0.112803212968812,412.6,408.8,466.7,440.4,400.5,340,419.4,309,323,338.8,394.6,385.7
"NaN_2312",9.36763037737709e-05,0.00145447801614856,24,22.3546444637209,180.7125,45.1613496173834,0.249907170878513,202.4,232.2,187.2,128.7,146,140.7,155.1,167.4,230.5,194.4,223,242.3
"Rdh9",9.37990463897309e-05,0.00145574809839951,24,11.0839991573134,984.995833333333,166.472832524356,0.169008666728055,643.9,972.5,1019.6,1028.4,1194.2,943.1,1139.7,1032.1,988.3,1026,951.8,716.3
"Zfp74",9.41159030887206e-05,0.00146002838142345,24,19.8972849297582,174.1625,21.3714438449261,0.122709790252931,198.7,166,158.5,158.5,172.2,121.5,172.2,176.5,204,186.6,184.7,194.2
"NaN_555",9.48192742566967e-05,0.0014696574173806,24,6.12320580335955,778.125,119.013909976526,0.152949603182684,823.9,788.8,903,868.6,922.7,817,840.3,681.2,728.6,668.2,733.6,649.8
"Calcoco1",9.50756246860252e-05,0.00147298863239055,24,4.549545749394,783.016666666667,164.71131470044,0.210354800494379,778.2,787.1,1080,872.2,808.9,919,846.3,582.5,549.4,598.8,757.8,750.6
"Diablo",9.57588285940281e-05,0.00148163660117026,24,23.2529522387246,321.7625,32.6378307052762,0.101434538534715,362.3,323.3,343.3,315.7,321.4,239.1,323.3,278.3,326.4,349.8,349.1,355.7
"Bst2",9.60919886661138e-05,0.0014861447364125,24,20.951346618435,1359.15833333333,157.454667617234,0.115847185538036,1485.7,1342.9,1369.5,1432.1,1198.1,1139.5,1308.6,1381.1,1392.3,1626,1584,1469.7
"Gtf2h2",9.6967200032827e-05,0.00149837712488796,24,21.9897277882752,284.020833333333,39.8794508738109,0.14041030161688,320.5,304.1,334.3,254.4,271.3,193.5,253.6,256.2,312,322.8,334,301.8
"NaN_10104",9.78709888411755e-05,0.00151168587282226,24,9.987976102461,106.570833333333,25.9431635527791,0.243435870221956,84.3,102.5,99.8,105.7,104.4,216.7,108.5,123.7,94.7,93.5,83.2,86
"Stbd1",9.81605960270748e-05,0.00151484294806366,24,10.5902755537257,357.216666666667,67.5105747144678,0.188990551153271,298.9,280.9,282.8,444.1,459.6,395,379.7,352,346.3,353.8,328.1,303.9
"NaN_5382",9.84227141225258e-05,0.00151758547818982,24,21.7985929132048,1838.075,216.142254570641,0.117591640477478,2116.1,1993.8,1884.5,1762.7,1793,1337.4,1717.1,1778.6,2001.3,2046,2113.3,1982.1
"Irf2bp2",9.84236728739374e-05,0.00151758547818982,24,21.9893671495043,540.529166666667,135.22752004727,0.250176176211157,693.3,751.4,510,567.5,409.6,366.8,452,389.2,484.1,501.3,828.2,505.3
"NaN_8739",9.87249718918948e-05,0.00152091208864307,24,10.5623156863424,136.020833333333,24.6736461689724,0.181396081499568,124.4,102.3,111.4,140.6,154,194.5,168.6,137.9,134.6,114.3,102.8,126.7
"Uqcc2",9.90916062552083e-05,0.0015252385939438,24,21.414892309848,943.704166666667,115.291933666598,0.122169571502296,1083.1,923.6,945.2,925.9,937.7,657.4,921.9,890.1,1065.6,993.1,1158.6,1010.9
"Rfc4",0.000100053643555698,0.00153804900573557,24,23.6626266475493,303.870833333333,59.8918821532203,0.197096514648122,357.5,298.4,356.3,267.2,289.9,247,288.1,231.3,277.3,373.1,437.1,364.6
"Nox4",0.000101024108213776,0.00155229610702205,24,8.65975630917555,1462.2125,216.779171655531,0.148254218627957,1410.8,1262,1636.3,1449.4,1795.5,1522.2,1470.7,1296.6,1492.1,1310.3,1224.6,1212.5
"NaN_6979",0.000101257151135958,0.0015549072998038,24,22.2306453755124,1071.5375,186.647369512245,0.174186502583666,1046,1176.5,1263.2,912.9,1031,1014.8,1073.4,1050,1013.4,1152.3,1292.7,1415
"Zfp692",0.000101680033864904,0.00155900615959488,24,21.5322209786703,329.45,37.0158188281468,0.112356408645156,394.7,349.8,322.4,318.5,281,261.7,303.5,310.1,317.5,349.8,347.8,334.2
"Rpp25l",0.000101741879252271,0.00155928200805764,24,21.9152812694068,227.920833333333,26.0009919987202,0.11407904937191,255.4,233.2,215.9,226,207.5,176.8,207.8,223.3,232.9,237.7,235.4,220.1
